Country,Age,YearsCode,EdLevel,WorkExp,Currency,CompTotal,ConvertedCompYearly,Rate,gini_index,Human Development Index (HDI) ,Expected years of schooling,Mean years of schooling,HDI rank
Canada,29,8,3,6.0,CAD,72000.0,53533.0,1.36,33.3,0.935,16.0,13.9,16.0
Australia,21,8,4,5.0,USD,40000.0,40000.0,1.0,34.3,0.946,21.1,12.7,5.0
Finland,29,6,3,1.0,EUR,39000.0,41765.0,0.93,27.7,0.942,19.2,12.9,11.0
Spain,39,6,5,3.0,EUR,70000.0,74963.0,0.93,34.3,0.911,17.8,10.6,28.0
India,29,5,5,2.0,INR,700000.0,8482.0,83.0,35.7,0.644,12.6,6.6,135.0
Brazil,29,16,3,13.0,BRL,180000.0,36518.0,5.01,48.9,0.76,15.6,8.3,84.0
Israel,59,44,5,34.0,ILS,220000.0,58801.0,3.8,38.6,0.915,15.0,13.4,26.0
Dominican Republic,21,5,4,2.0,DOP,150000.0,2744.0,56.7,39.6,0.766,13.6,9.2,84.0
Germany,29,8,3,5.0,EUR,39000.0,41765.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,39,26,5,9.0,EUR,70000.0,74963.0,0.93,31.7,0.95,17.3,14.3,7.0
Canada,49,6,7,3.0,CAD,130000.0,96657.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,21,4,5,1.0,USD,73000.0,73000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,29,10,3,15.0,USD,50000.0,50000.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,39,11,6,10.0,PLN,300000.0,71779.0,4.3,30.2,0.881,15.9,13.2,35.0
India,29,14,5,6.0,INR,4000000.0,48468.0,83.0,35.7,0.644,12.6,6.6,135.0
India,29,4,6,10.0,INR,3000000.0,36351.0,83.0,35.7,0.644,12.6,6.6,135.0
Russian Federation,29,13,5,9.0,RUB,16936.0,210.0,96.5,36.0,0.821,15.7,12.4,55.0
Georgia,39,20,5,19.0,GEL,200000.0,76607.0,2.65,34.5,0.814,16.7,12.7,59.0
Sweden,49,26,7,25.0,SEK,1500000.0,138212.0,11.0,29.3,0.952,19.0,12.7,5.0
Netherlands,39,23,7,20.0,EUR,80000.0,85672.0,0.93,29.2,0.946,18.6,12.6,11.0
India,29,9,5,6.0,INR,1200000.0,14540.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,49,36,6,35.0,EUR,106000.0,113515.0,0.93,31.7,0.95,17.3,14.3,7.0
Austria,39,24,3,9.0,EUR,73500.0,78711.0,0.93,30.2,0.926,16.4,12.3,22.0
France,39,31,5,25.0,EUR,100000.0,107090.0,0.93,32.4,0.91,16.0,11.7,27.0
France,39,21,6,17.0,EUR,80000.0,85672.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,49,31,2,30.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,29,12,5,7.0,BRL,120000.0,24345.0,5.01,48.9,0.76,15.6,8.3,84.0
Germany,39,27,6,17.0,EUR,26000.0,27843.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,21,9,0,5.0,GBP,42000.0,52138.0,0.81,35.1,0.94,17.6,13.4,17.0
Germany,29,9,5,6.0,EUR,58000.0,62112.0,0.93,31.7,0.95,17.3,14.3,7.0
India,29,11,5,8.0,INR,5500000.0,66643.0,83.0,35.7,0.644,12.6,6.6,135.0
Montenegro,29,21,6,12.0,EUR,45000.0,48190.0,0.93,36.8,0.844,15.1,12.6,49.0
Argentina,59,37,3,32.0,USD,96000.0,96000.0,1.0,42.3,0.849,19.0,11.1,47.0
Belgium,29,15,6,5.0,EUR,32500.0,34804.0,0.93,27.2,0.942,18.9,12.5,13.0
Russian Federation,9,7,2,2.0,RUB,540000.0,6683.0,96.5,36.0,0.821,15.7,12.4,55.0
Italy,39,21,2,16.0,EUR,40000.0,42836.0,0.93,35.2,0.906,16.7,10.7,30.0
India,29,13,5,10.0,INR,600000.0,7270.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,39,21,5,8.0,EUR,75000.0,80317.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,59,43,3,37.0,EUR,120000.0,128507.0,0.93,31.7,0.95,17.3,14.3,7.0
Uzbekistan,21,4,4,3.0,USD,12000.0,12000.0,1.0,35.3,0.727,12.0,11.9,105.0
Germany,29,23,7,9.0,EUR,49600.0,53116.0,0.93,31.7,0.95,17.3,14.3,7.0
Israel,39,29,5,13.0,ILS,360000.0,96220.0,3.8,38.6,0.915,15.0,13.4,26.0
Poland,39,14,3,13.0,PLN,340000.0,81349.0,4.3,30.2,0.881,15.9,13.2,35.0
Greece,29,10,5,6.0,EUR,55000.0,58899.0,0.93,33.1,0.893,20.0,11.4,33.0
Netherlands,29,10,6,8.0,EUR,60000.0,64254.0,0.93,29.2,0.946,18.6,12.6,11.0
India,21,8,5,2.0,INR,950000.0,11511.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,29,11,6,13.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,29,10,5,2.0,PLN,160000.0,38282.0,4.3,30.2,0.881,15.9,13.2,35.0
Russian Federation,29,17,6,13.0,RUB,6000000.0,74254.0,96.5,36.0,0.821,15.7,12.4,55.0
Italy,39,6,4,3.0,EUR,24000.0,25701.0,0.93,35.2,0.906,16.7,10.7,30.0
Netherlands,21,9,5,1.0,EUR,30000.0,32127.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,21,7,5,3.0,EUR,65000.0,69608.0,0.93,31.7,0.95,17.3,14.3,7.0
Denmark,39,14,6,13.0,DKK,624000.0,89722.0,6.92,27.7,0.952,18.8,13.0,8.0
France,39,21,5,15.0,EUR,140000.0,149925.0,0.93,32.4,0.91,16.0,11.7,27.0
Netherlands,29,15,5,9.0,EUR,73000.0,78175.0,0.93,29.2,0.946,18.6,12.6,11.0
Bosnia and Herzegovina,29,11,6,10.0,BAM,100000.0,54748.0,1.82,33.0,0.779,13.3,10.5,77.0
Germany,39,26,3,20.0,EUR,3125.0,3347.0,0.93,31.7,0.95,17.3,14.3,7.0
Serbia,29,9,5,4.0,RSD,6000000.0,54823.0,109.0,34.5,0.805,14.5,11.5,60.0
Netherlands,49,31,6,23.0,EUR,110000.0,117798.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,39,21,6,11.0,EUR,70000.0,74963.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,49,28,3,36.0,USD,111420.0,111420.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,21,8,4,5.0,BRL,70502.0,14303.0,5.01,48.9,0.76,15.6,8.3,84.0
Netherlands,29,11,6,10.0,EUR,40000.0,42836.0,0.93,29.2,0.946,18.6,12.6,11.0
Netherlands,49,31,6,21.0,EUR,60000.0,64254.0,0.93,29.2,0.946,18.6,12.6,11.0
France,29,16,6,8.0,EUR,100000.0,107090.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,49,31,4,28.0,USD,160000.0,160000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,29,10,5,3.0,EUR,35979.0,38530.0,0.93,29.2,0.946,18.6,12.6,11.0
Sweden,29,14,2,12.0,SEK,504000.0,46439.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,39,23,5,22.0,USD,148000.0,148000.0,1.0,41.5,0.927,16.4,13.6,21.0
Sweden,29,9,5,5.0,SEK,550000.0,50678.0,11.0,29.3,0.952,19.0,12.7,5.0
Slovenia,29,6,5,4.0,EUR,40000.0,42836.0,0.93,24.4,0.926,17.4,12.9,24.0
United Kingdom,29,5,5,2.0,GBP,35000.0,43448.0,0.81,35.1,0.94,17.6,13.4,17.0
Austria,29,19,5,10.0,EUR,63000.0,67466.0,0.93,30.2,0.926,16.4,12.3,22.0
Brazil,29,18,6,6.0,BRL,220000.0,44633.0,5.01,48.9,0.76,15.6,8.3,84.0
Zimbabwe,29,9,5,8.0,USD,6000.0,6000.0,1.0,50.3,0.55,11.0,8.8,159.0
Germany,59,34,6,23.0,EUR,97435.0,104343.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,29,10,6,7.0,GBP,55000.0,68276.0,0.81,35.1,0.94,17.6,13.4,17.0
Greece,29,8,5,4.0,EUR,18200.0,19490.0,0.93,33.1,0.893,20.0,11.4,33.0
India,29,19,6,11.0,INR,4320000.0,52345.0,83.0,35.7,0.644,12.6,6.6,135.0
India,29,16,5,11.0,INR,1800000.0,21810.0,83.0,35.7,0.644,12.6,6.6,135.0
Sri Lanka,29,11,5,4.0,USD,25000.0,25000.0,1.0,39.3,0.78,13.6,11.2,76.0
United States,39,27,5,21.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,49,26,3,20.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Armenia,29,9,5,2.0,AMD,1800000.0,4685.0,385.0,25.2,0.786,14.4,11.3,79.0
Germany,29,18,6,12.0,EUR,85000.0,91026.0,0.93,31.7,0.95,17.3,14.3,7.0
Canada,29,12,5,7.0,CAD,230000.0,171008.0,1.36,33.3,0.935,16.0,13.9,16.0
Romania,29,17,5,8.0,EUR,75000.0,80317.0,0.93,34.8,0.827,14.5,11.4,52.0
Romania,29,18,5,13.0,EUR,57000.0,61041.0,0.93,34.8,0.827,14.5,11.4,52.0
Switzerland,29,14,5,7.0,CHF,108000.0,119034.0,0.9,33.1,0.967,16.6,13.9,1.0
Denmark,29,18,5,6.0,DKK,720000.0,103525.0,6.92,27.7,0.952,18.8,13.0,8.0
France,29,20,6,11.0,EUR,55000.0,58899.0,0.93,32.4,0.91,16.0,11.7,27.0
United Kingdom,29,7,3,5.0,GBP,46000.0,57104.0,0.81,35.1,0.94,17.6,13.4,17.0
Latvia,29,10,6,4.0,EUR,33600.0,35982.0,0.93,34.5,0.879,16.6,13.3,39.0
Germany,49,31,5,25.0,EUR,85000.0,91026.0,0.93,31.7,0.95,17.3,14.3,7.0
Malaysia,29,6,5,2.0,MYR,48000.0,10484.0,4.68,41.1,0.807,12.9,10.7,68.0
Germany,29,21,5,13.0,EUR,160000.0,171343.0,0.93,31.7,0.95,17.3,14.3,7.0
Croatia,29,13,6,6.0,EUR,50000.0,53545.0,0.93,28.9,0.878,15.6,12.3,37.0
Russian Federation,29,9,7,18.0,RUB,500000.0,6188.0,96.5,36.0,0.821,15.7,12.4,55.0
United States,49,41,5,31.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,39,15,6,14.0,EUR,70000.0,74963.0,0.93,31.7,0.95,17.3,14.3,7.0
Italy,39,21,7,12.0,EUR,90000.0,96381.0,0.93,35.2,0.906,16.7,10.7,30.0
Netherlands,29,15,5,10.0,EUR,73500.0,78711.0,0.93,29.2,0.946,18.6,12.6,11.0
United States,29,21,5,7.0,USD,185000.0,185000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,29,19,6,10.0,CAD,110000.0,81787.0,1.36,33.3,0.935,16.0,13.9,16.0
United States,21,4,5,2.0,USD,73000.0,73000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,13,6,3.0,USD,72000.0,72000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ireland,49,31,6,25.0,EUR,135000.0,144571.0,0.93,30.6,0.95,19.1,11.7,9.0
Poland,29,11,6,5.0,USD,105000.0,105000.0,1.0,30.2,0.881,15.9,13.2,35.0
United Kingdom,39,27,5,26.0,GBP,38000.0,47173.0,0.81,35.1,0.94,17.6,13.4,17.0
Germany,29,13,6,3.0,EUR,70000.0,74963.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,21,11,4,1.0,USD,50000.0,50000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,29,13,5,8.0,EUR,100000.0,107090.0,0.93,29.2,0.946,18.6,12.6,11.0
United States,29,10,3,5.0,USD,40000.0,40000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,29,16,6,16.0,BRL,110400.0,22398.0,5.01,48.9,0.76,15.6,8.3,84.0
Germany,39,13,6,6.0,EUR,56000.0,59970.0,0.93,31.7,0.95,17.3,14.3,7.0
Canada,39,30,4,20.0,CAD,275000.0,204466.0,1.36,33.3,0.935,16.0,13.9,16.0
Brazil,29,16,5,15.0,USD,169000.0,169000.0,1.0,48.9,0.76,15.6,8.3,84.0
India,39,21,6,20.0,INR,100000.0,1212.0,83.0,35.7,0.644,12.6,6.6,135.0
United States,29,7,0,5.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,29,14,6,8.0,EUR,120000.0,128507.0,0.93,32.4,0.91,16.0,11.7,27.0
Russian Federation,59,40,3,39.0,RUB,2400000.0,29702.0,96.5,36.0,0.821,15.7,12.4,55.0
Portugal,39,31,3,20.0,EUR,57000.0,61041.0,0.93,32.8,0.874,16.8,9.6,39.0
Germany,21,8,5,3.0,EUR,44400.0,47548.0,0.93,31.7,0.95,17.3,14.3,7.0
Sweden,39,26,7,17.0,SEK,620000.0,57128.0,11.0,29.3,0.952,19.0,12.7,5.0
Germany,49,41,6,30.0,EUR,120000.0,128507.0,0.93,31.7,0.95,17.3,14.3,7.0
Portugal,29,16,6,6.0,EUR,96000.0,102806.0,0.93,32.8,0.874,16.8,9.6,39.0
United Kingdom,29,13,5,10.0,GBP,120000.0,148966.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,39,34,3,23.0,USD,110000.0,110000.0,1.0,41.5,0.927,16.4,13.6,21.0
India,29,5,5,4.0,INR,1100000.0,13329.0,83.0,35.7,0.644,12.6,6.6,135.0
Greece,21,6,5,1.0,EUR,15000.0,16063.0,0.93,33.1,0.893,20.0,11.4,33.0
United States,29,16,5,12.0,USD,125000.0,125000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,29,17,7,6.0,EUR,40000.0,42836.0,0.93,35.2,0.906,16.7,10.7,30.0
Australia,29,14,5,10.0,AUD,140000.0,92545.0,1.55,34.3,0.946,21.1,12.7,5.0
India,29,6,5,5.0,INR,1200000.0,14540.0,83.0,35.7,0.644,12.6,6.6,135.0
Germany,29,14,5,10.0,EUR,85000.0,91026.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,49,23,6,18.0,EUR,135000.0,144571.0,0.93,31.7,0.95,17.3,14.3,7.0
Spain,49,17,7,13.0,EUR,28000.0,29985.0,0.93,34.3,0.911,17.8,10.6,28.0
France,29,11,5,7.0,EUR,68000.0,72821.0,0.93,32.4,0.91,16.0,11.7,27.0
Canada,39,26,5,6.0,CAD,95000.0,70634.0,1.36,33.3,0.935,16.0,13.9,16.0
United Kingdom,29,15,6,6.0,GBP,85000.0,105517.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,39,11,5,8.0,USD,170000.0,170000.0,1.0,41.5,0.927,16.4,13.6,21.0
Belgium,29,13,6,12.0,EUR,68000.0,72821.0,0.93,27.2,0.942,18.9,12.5,13.0
Switzerland,29,13,6,12.0,CHF,150000.0,165324.0,0.9,33.1,0.967,16.6,13.9,1.0
United States,29,10,5,15.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,21,5,20.0,USD,200000.0,200000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,21,11,5,4.0,EUR,40000.0,42836.0,0.93,31.7,0.95,17.3,14.3,7.0
India,39,20,6,19.0,INR,4400000.0,53314.0,83.0,35.7,0.644,12.6,6.6,135.0
Argentina,39,21,3,15.0,ARS,14000000.0,57730.0,350.0,42.3,0.849,19.0,11.1,47.0
United States,39,29,5,17.0,USD,163000.0,163000.0,1.0,41.5,0.927,16.4,13.6,21.0
Spain,39,26,7,14.0,EUR,73000.0,78175.0,0.93,34.3,0.911,17.8,10.6,28.0
United States,49,31,5,24.0,USD,235000.0,235000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ireland,49,42,6,25.0,EUR,175000.0,187407.0,0.93,30.6,0.95,19.1,11.7,9.0
Portugal,29,13,6,9.0,EUR,60000.0,64254.0,0.93,32.8,0.874,16.8,9.6,39.0
Spain,29,8,0,6.0,EUR,55000.0,58899.0,0.93,34.3,0.911,17.8,10.6,28.0
Germany,29,11,6,5.0,EUR,120000.0,128507.0,0.93,31.7,0.95,17.3,14.3,7.0
Brazil,29,14,5,4.0,BRL,40000.0,8115.0,5.01,48.9,0.76,15.6,8.3,84.0
Kenya,29,4,5,3.0,KES,420000.0,3026.0,145.0,40.8,0.601,11.4,7.7,147.0
Poland,39,4,3,14.0,PLN,330000.0,78956.0,4.3,30.2,0.881,15.9,13.2,35.0
Germany,59,39,6,30.0,EUR,80000.0,85672.0,0.93,31.7,0.95,17.3,14.3,7.0
Switzerland,29,11,5,7.0,CHF,125000.0,137770.0,0.9,33.1,0.967,16.6,13.9,1.0
Italy,29,13,3,5.0,EUR,20000.0,21418.0,0.93,35.2,0.906,16.7,10.7,30.0
Netherlands,29,14,5,7.0,EUR,75000.0,80317.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,21,8,6,3.0,EUR,48000.0,51403.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,59,16,5,15.0,USD,130000.0,130000.0,1.0,41.5,0.927,16.4,13.6,21.0
Netherlands,29,13,5,10.0,EUR,65000.0,69608.0,0.93,29.2,0.946,18.6,12.6,11.0
Spain,29,18,6,14.0,EUR,65000.0,69608.0,0.93,34.3,0.911,17.8,10.6,28.0
Spain,21,8,5,3.0,EUR,46500.0,49797.0,0.93,34.3,0.911,17.8,10.6,28.0
Brazil,29,11,5,9.0,BRL,400000.0,81150.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,39,5,5,20.0,USD,90000.0,90000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Arab Emirates,29,11,3,9.0,AED,54000.0,14698.0,3.67,26.0,0.937,17.2,12.8,17.0
Germany,29,11,6,5.0,EUR,70200.0,75177.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,29,16,6,4.0,GBP,95000.0,117931.0,0.81,35.1,0.94,17.6,13.4,17.0
United States,29,15,5,10.0,USD,235000.0,235000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,39,19,3,16.0,EUR,65000.0,69608.0,0.93,35.2,0.906,16.7,10.7,30.0
India,29,10,6,5.0,INR,1000000.0,12117.0,83.0,35.7,0.644,12.6,6.6,135.0
Hungary,39,18,6,17.0,EUR,160000.0,171343.0,0.93,30.0,0.851,15.1,12.2,46.0
Spain,29,13,6,5.0,EUR,32500.0,34804.0,0.93,34.3,0.911,17.8,10.6,28.0
Nepal,29,3,3,3.0,NPR,60000.0,455.0,132.0,32.8,0.601,12.6,4.5,149.0
Germany,39,17,6,12.0,EUR,90000.0,96381.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,29,14,3,11.0,USD,150000.0,150000.0,1.0,41.5,0.927,16.4,13.6,21.0
United Kingdom,21,11,5,2.0,GBP,57000.0,70759.0,0.81,35.1,0.94,17.6,13.4,17.0
Netherlands,39,13,7,12.0,EUR,85000.0,91026.0,0.93,29.2,0.946,18.6,12.6,11.0
Serbia,29,11,6,8.0,EUR,62000.0,66396.0,0.93,34.5,0.805,14.5,11.5,60.0
Denmark,39,31,5,20.0,DKK,700000.0,100649.0,6.92,27.7,0.952,18.8,13.0,8.0
United States,29,5,5,3.0,USD,92000.0,92000.0,1.0,41.5,0.927,16.4,13.6,21.0
Tunisia,39,31,6,4.0,TND,48000.0,15417.0,3.1,32.8,0.732,14.6,8.0,101.0
Brazil,39,19,3,15.0,BRL,84314.0,17105.0,5.01,48.9,0.76,15.6,8.3,84.0
Denmark,29,18,5,13.0,DKK,730000.0,104963.0,6.92,27.7,0.952,18.8,13.0,8.0
Switzerland,49,33,6,30.0,CHF,120000.0,132260.0,0.9,33.1,0.967,16.6,13.9,1.0
Germany,29,23,6,16.0,EUR,66000.0,70679.0,0.93,31.7,0.95,17.3,14.3,7.0
United States,29,11,3,8.0,USD,72500.0,72500.0,1.0,41.5,0.927,16.4,13.6,21.0
France,29,12,6,10.0,EUR,70000.0,74963.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,29,13,5,5.0,USD,120000.0,120000.0,1.0,41.5,0.927,16.4,13.6,21.0
Italy,29,11,5,5.0,EUR,20000.0,21418.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,39,26,5,12.0,USD,139000.0,139000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,17,4,16.0,EUR,30000.0,32127.0,0.93,31.7,0.95,17.3,14.3,7.0
Italy,29,11,6,8.0,EUR,35000.0,37481.0,0.93,35.2,0.906,16.7,10.7,30.0
Netherlands,29,9,5,4.0,EUR,35640.0,38167.0,0.93,29.2,0.946,18.6,12.6,11.0
Lithuania,39,21,6,16.0,EUR,52000.0,55687.0,0.93,35.3,0.879,16.4,13.5,36.0
Pakistan,21,7,5,2.0,PKR,2400000.0,8402.0,287.5,29.6,0.54,7.9,4.4,165.0
Canada,29,16,4,13.0,CAD,160000.0,118962.0,1.36,33.3,0.935,16.0,13.9,16.0
Germany,29,12,0,10.0,EUR,37800.0,40480.0,0.93,31.7,0.95,17.3,14.3,7.0
Germany,29,16,5,10.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
Romania,21,10,5,3.0,USD,75000.0,75000.0,1.0,34.8,0.827,14.5,11.4,52.0
United States,29,17,5,6.0,USD,165000.0,165000.0,1.0,41.5,0.927,16.4,13.6,21.0
Ethiopia,29,9,6,8.0,ETB,1700000.0,31171.0,55.0,35.0,0.492,9.9,2.4,176.0
Germany,29,11,5,7.0,EUR,65000.0,69608.0,0.93,31.7,0.95,17.3,14.3,7.0
Paraguay,29,3,5,3.0,PYG,52000000.0,7219.0,7250.0,43.5,0.731,13.9,8.9,99.0
United States,59,28,5,31.0,USD,220000.0,220000.0,1.0,41.5,0.927,16.4,13.6,21.0
Sri Lanka,29,6,3,5.0,LKR,390000.0,1342.0,320.0,39.3,0.78,13.6,11.2,76.0
United States,29,13,5,9.0,USD,185000.0,185000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,29,8,6,7.0,EUR,50000.0,53545.0,0.93,32.4,0.91,16.0,11.7,27.0
Netherlands,39,33,6,24.0,EUR,40000.0,42836.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,29,16,5,3.0,EUR,48000.0,51403.0,0.93,31.7,0.95,17.3,14.3,7.0
United Kingdom,21,10,5,4.0,GBP,72550.0,90062.0,0.81,35.1,0.94,17.6,13.4,17.0
Italy,21,6,5,0.0,EUR,13000.0,13922.0,0.93,35.2,0.906,16.7,10.7,30.0
United Kingdom,39,24,5,21.0,GBP,50000.0,62069.0,0.81,35.1,0.94,17.6,13.4,17.0
United Kingdom,29,10,6,4.0,GBP,110000.0,136552.0,0.81,35.1,0.94,17.6,13.4,17.0
Poland,39,7,5,15.0,PLN,300000.0,71779.0,4.3,30.2,0.881,15.9,13.2,35.0
Zambia,29,16,6,10.0,ZMW,500000.0,25228.0,20.0,57.1,0.569,11.0,7.3,154.0
United Kingdom,39,17,5,12.0,GBP,140000.0,173793.0,0.81,35.1,0.94,17.6,13.4,17.0
United Kingdom,29,5,5,1.0,GBP,32000.0,39724.0,0.81,35.1,0.94,17.6,13.4,17.0
Netherlands,29,14,6,3.0,EUR,40000.0,42836.0,0.93,29.2,0.946,18.6,12.6,11.0
Germany,29,24,6,4.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
Italy,39,29,6,18.0,EUR,54000.0,57828.0,0.93,35.2,0.906,16.7,10.7,30.0
United States,29,14,5,10.0,USD,100000.0,100000.0,1.0,41.5,0.927,16.4,13.6,21.0
Malaysia,29,15,5,4.0,MYR,53900.0,11772.0,4.68,41.1,0.807,12.9,10.7,68.0
United States,29,13,5,9.0,USD,130000.0,130000.0,1.0,41.5,0.927,16.4,13.6,21.0
Lithuania,39,19,5,10.0,EUR,30000.0,32127.0,0.93,35.3,0.879,16.4,13.5,36.0
Canada,29,10,5,4.0,CAD,100000.0,74351.0,1.36,33.3,0.935,16.0,13.9,16.0
Germany,29,21,3,13.0,EUR,5335.0,5713.0,0.93,31.7,0.95,17.3,14.3,7.0
Finland,39,29,6,26.0,EUR,51000.0,54616.0,0.93,27.7,0.942,19.2,12.9,11.0
United Kingdom,21,12,5,6.0,GBP,55000.0,68276.0,0.81,35.1,0.94,17.6,13.4,17.0
Sri Lanka,29,18,5,5.0,LKR,4500000.0,15488.0,320.0,39.3,0.78,13.6,11.2,76.0
United States,49,43,2,36.0,USD,128000.0,128000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,59,38,5,33.0,USD,205000.0,205000.0,1.0,41.5,0.927,16.4,13.6,21.0
Austria,29,12,6,7.0,EUR,65000.0,69608.0,0.93,30.2,0.926,16.4,12.3,22.0
United States,29,8,5,2.0,USD,117000.0,117000.0,1.0,41.5,0.927,16.4,13.6,21.0
Greece,29,17,6,6.0,EUR,28000.0,29985.0,0.93,33.1,0.893,20.0,11.4,33.0
Hungary,29,16,7,7.0,HUF,10000000.0,29004.0,358.0,30.0,0.851,15.1,12.2,46.0
United States,39,6,5,1.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
France,39,16,5,11.0,EUR,102000.0,109231.0,0.93,32.4,0.91,16.0,11.7,27.0
United States,39,26,5,25.0,USD,161000.0,161000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,39,16,4,14.0,USD,135000.0,135000.0,1.0,41.5,0.927,16.4,13.6,21.0
Germany,29,16,5,11.0,EUR,60000.0,64254.0,0.93,31.7,0.95,17.3,14.3,7.0
Brazil,29,11,5,8.0,BRL,70000.0,14201.0,5.01,48.9,0.76,15.6,8.3,84.0
Sweden,29,11,5,6.0,SEK,800000.0,73713.0,11.0,29.3,0.952,19.0,12.7,5.0
United States,29,5,5,2.0,USD,105000.0,105000.0,1.0,41.5,0.927,16.4,13.6,21.0
Canada,21,10,6,2.0,CAD,93000.0,69147.0,1.36,33.3,0.935,16.0,13.9,16.0
Luxembourg,39,21,6,10.0,EUR,104000.0,111373.0,0.93,34.2,0.927,14.2,13.0,19.0
United States,39,21,4,20.0,USD,225000.0,225000.0,1.0,41.5,0.927,16.4,13.6,21.0
Poland,29,10,5,6.0,PLN,16000.0,3828.0,4.3,30.2,0.881,15.9,13.2,35.0
Poland,39,21,6,14.0,PLN,250000.0,59815.0,4.3,30.2,0.881,15.9,13.2,35.0
United Kingdom,29,12,5,14.0,GBP,80000.0,99311.0,0.81,35.1,0.94,17.6,13.4,17.0
Norway,59,41,6,31.0,NOK,860000.0,77927.0,10.7,27.7,0.966,18.6,13.1,2.0
United States,39,26,2,8.0,USD,85000.0,85000.0,1.0,41.5,0.927,16.4,13.6,21.0
Russian Federation,39,26,6,22.0,RUB,4000000.0,49503.0,96.5,36.0,0.821,15.7,12.4,55.0
United States,39,9,7,8.0,USD,172000.0,172000.0,1.0,41.5,0.927,16.4,13.6,21.0
United States,21,6,4,5.0,USD,94000.0,94000.0,1.0,41.5,0.927,16.4,13.6,21.0
Brazil,21,8,5,4.0,BRL,120000.0,24345.0,5.01,48.9,0.76,15.6,8.3,84.0
United States,39,12,5,9.0,USD,188000.0,188000.0,1.0,41.5,0.927,16.4,13.6,21.0
Finland,29,21,5,11.0,EUR,70000.0,74963.0,0.93,27.7,0.942,19.2,12.9,11.0
Netherlands,39,20,2,16.0,EUR,60000.0,64254.0,0.93,29.2,0.946,18.6,12.6,11.0
Norway,29,16,5,7.0,NOK,920000.0,83364.0,10.7,27.7,0.966,18.6,13.1,2.0
Austria,29,21,5,13.0,EUR,4000.0,4284.0,0.93,30.2,0.926,16.4,12.3,22.0
India,21,9,3,4.0,INR,400000.0,4847.0,83.0,35.7,0.644,12.6,6.6,135.0
